0,2288.86
1,1804.77
2,1680.94
3,1680.94
4,1680.94
5,1680.94
6,1680.94
7,1680.94
8,1656.14
9,1639.38
10,1615.88
11,1615.88
12,1615.88
13,1615.88
14,1605.25
15,1579.23
16,1579.23
17,1579.23
18,1568.16
19,1568.16
20,1568.16
21,1554.18
22,1554.18
23,1554.18
24,1554.18
25,1554.18
26,1554.18
27,1554.18
28,1554.18
29,1554.18
30,1520.35
31,1520.35
32,1520.35
33,1520.35
34,1520.35
35,1520.35
36,1520.35
37,1520.35
38,1503.3
39,1503.3
40,1503.3
41,1503.3
42,1503.3
43,1503.3
44,1503.3
45,1503.3
46,1444.75
47,1444.75
48,1444.75
49,1444.75
50,1444.75
51,1438.92
52,1438.92
53,1438.92
54,1438.92
55,1438.92
56,1438.92
57,1438.92
58,1438.92
59,1438.92
60,1438.92
61,1438.92
62,1438.92
63,1438.92
64,1438.92
65,1438.92
66,1438.92
67,1438.92
68,1438.92
69,1438.92
70,1438.92
71,1438.92
72,1438.92
73,1438.92
74,1438.92
75,1438.92
76,1438.92
77,1438.91
78,1438.91
79,1391.24
80,1374.76
81,1374.76
82,1374.76
83,1374.76
84,1374.76
85,1374.76
86,1374.76
87,1316.56
88,1316.56
89,1316.56
90,1316.56
91,1316.56
92,1316.56
93,1316.56
94,1316.56
95,1316.56
96,1316.56
97,1316.56
98,1316.56
99,1316.56
100,1316.56
101,1316.56
102,1316.56
103,1316.56
104,1316.56
105,1316.56
106,1316.56
107,1256.55
108,1256.55
109,1256.55
110,1256.55
111,1256.55
112,1255.03
113,1255.03
114,1232.38
115,1232.38
116,1232.38
117,1232.38
118,1232.38
119,1232.38
120,1232.38
121,1232.38
122,1232.38
123,1232.38
124,1221.86
125,1221.86
126,1221.86
127,1221.32
128,1221.32
129,1221.06
130,1221.06
131,1221.06
132,1221.06
133,1221.06
134,1221.06
135,1221.06
136,1221.06
137,1221.06
138,1201.71
139,1201.71
140,1196.16
141,1196.16
142,1196.16
143,1196.16
144,1196.16
145,1196.16
